,date,title,URL
282,"October 27, 2020","Details about the physical transformation of over 200 of the island’s coastal glaciers are documented in a new study, in which the authors anticipate environmental impacts.",/news/3035/greenlands-retreating-glaciers-could-impact-local-ecology/
283,"October 21, 2020","A first-ever partnership between NASA, epidemiologists and health organizations will use data from a new NASA space mission to study how particulate matter air pollution affects our health.",/news/3027/getting-to-the-heart-of-the-particulate-matter/
284,"October 20, 2020","Scientists demonstrated a new method for mapping the location and size of trees growing outside of forests, discovering billions of trees in arid and semi-arid regions and laying the groundwork for more accurate global measurement of carbon storage on land.",/news/3034/nasa-supercomputing-study-breaks-ground-for-tree-mapping-carbon-research/
285,"October 16, 2020",The Sentinel-6 Michael Freilich spacecraft will soon be heading into orbit to monitor the height of the ocean for nearly the entire globe.,/news/3033/us-european-sea-level-satellite-gears-up-for-launch/
286,"October 15, 2020",New study results show that ocean heat waves can provide enough fuel for hurricanes to gain momentum as they approach land.,/news/3032/prior-weather-linked-to-rapid-intensification-of-hurricanes-near-landfall/
287,"October 12, 2020",The U.S.-European partnership will track sea level height. Learn more about the mission in this live event.,/news/3031/watch-virtual-briefing-on-launch-of-sentinel-6-michael-freilich-satellite/
288,"October  7, 2020","Launching soon from the California coast, the satellite will track sea levels worldwide. A new video series introduces some of the NASA Jet Propulsion Laboratory scientists and engineers involved in the mission.",/news/3029/meet-the-people-behind-the-sentinel-6-michael-freilich-spacecraft/
289,"October  2, 2020","Set for launch in November, the Earth-observing satellite will closely monitor sea level and provide atmospheric data to support weather forecasting and climate models.",/news/3028/5-things-to-know-about-the-sentinel-6-michael-freilich-satellite/
290,"September 28, 2020",The Sentinel-6 Michael Freilich spacecraft will launch from the U.S. West Coast aboard a SpaceX Falcon 9 rocket in November.,/news/3026/new-sea-level-satellite-arrives-at-california-launch-site/
291,"September 28, 2020","As Arctic summers warm, northern landscapes change. A new study finds as the region has experienced warmer air and soil temperatures, the tundra has become greener. This affects local people and wildlife and may thaw permafrost, releasing greenhouse gases.",/news/3025/warming-temperatures-are-driving-arctic-greening/
292,"September 23, 2020",Researchers will design a mission to learn about underground aquifers in areas such as the Sahara and how climate change will affect them in the future.,/news/3024/us-qatar-partnership-aims-to-find-buried-water-in-earths-deserts/
293,"September 21, 2020","This year’s Arctic sea ice cover shrank to the second lowest extent since modern record-keeping began in the late 1970s, at 1.44 million square miles (3.74 million square kilometers).",/news/3023/2020-arctic-sea-ice-minimum-at-second-lowest-on-record/
294,"September 17, 2020",An international effort has generated new estimates of the impact Earth’s melting ice sheets could have on global sea levels by 2100.,/news/3021/emissions-could-add-15-inches-to-sea-level-by-2100-nasa-led-study-finds/
295,"September 14, 2020",The observations from Earth orbit show high-altitude concentrations of the gas that are more than 10 times typical amounts.,/news/3019/nasa-monitors-carbon-monoxide-from-california-wildfires/
296,"September  9, 2020","NASA’s ECOSTRESS instrument recently imaged active fires across California, showing multiple areas hotter than 375 degrees Fahrenheit (191 degrees Celsius).",/news/3018/nasas-ecostress-takes-surface-temperature-around-california-fires/
297,"September  4, 2020","To get the best measurements of Earth's atmosphere, you sometimes have to leave it. This November, the Sentinel-6 Michael Freilich spacecraft will do just that.",/news/3016/sea-level-mission-will-also-act-as-a-precision-thermometer-in-space/
298,"September  3, 2020",Researchers were recently awarded rapid-turnaround project grants to explore how COVID-19 stay-at-home measures are affecting the environment and how the environment is affecting the virus's spread.,/news/3015/nasa-funds-eight-new-projects-exploring-connections-between-the-environment-and-covid-19/
299,"August 31, 2020","In the largest-ever study of glacial lakes, researchers have found that the volume of these lakes worldwide has increased by about 50% since 1990 as glaciers melt and retreat due to climate change.",/news/3014/global-survey-using-nasa-data-shows-dramatic-growth-of-glacial-lakes/
300,"August 25, 2020","To aid policymakers in environmental decision-making, new high-resolution maps show forest location and ecological ""quality,"" taking into account information like tree height and forest canopy thickness.",/news/3013/pinpointing-tropical-forests-with-high-ecological-quality/
301,"August 21, 2020","Scientists have gained new insights into the processes that have driven ocean level variations for over a century, helping us prepare for the rising seas of the future.",/news/3012/nasa-led-study-reveals-the-causes-of-sea-level-rise-since-1900/
302,"August 20, 2020","After a brief period of moderate ice loss, the Greenland ice sheet melted in 2019 at the fastest rate ever measured.",/news/3010/study-2019-sees-record-loss-of-greenland-ice/
303,"August 18, 2020",Researchers have created the first map of the causes of global mangrove habitat change between 2000 and 2016—a valuable tool to aid conservation efforts for these vital coastline defenders.,/news/3009/nasa-study-maps-the-roots-of-global-mangrove-loss/
304,"August  4, 2020","Glaciers in the High Mountain Asia region could lose substantial amounts of ice over the coming decades, a new modeling study shows.",/news/3008/stunning-forecast-a-century-of-ice-loss-for-nearly-100000-glaciers/
305,"July 30, 2020","This summer, Siberia has seen potentially record-breaking temperatures as high as 100.4 degrees Fahrenheit (20 degrees Celsius) as well as wildfires burning on a massive scale across the countryside.",/news/3006/nasa-noaa-satellite-sees-siberian-smoke-reach-alaska/
306,"July 27, 2020",The new projects look at food- and water-supply stability and how changes in human activity are affecting the environment.,/news/3005/new-nasa-research-projects-probe-covid-19-impacts/
307,"July 20, 2020","Scheduled to launch in 2023, NASA’s upcoming Plankton, Aerosol, Cloud, ocean Ecosystem, or PACE, mission will measure ocean color to extend data records on ocean ecology and related climate studies. Here is what the mission will observe at every wavelength.",/news/3004/a-walk-through-the-rainbow-with-pace/
308,"July 20, 2020",A space-based laser that measures clouds and small atmospheric particles called aerosols has provided a unique view of the massive Saharan dust plume that crossed the North Atlantic Ocean in June.,/news/3003/nasa-cnes-space-laser-measures-massive-saharan-dust-plume/
309,"July  7, 2020",The Sentinel-6/Jason-CS satellite mission will add to a long-term sea level dataset that's become the gold standard for climate studies from orbit.,/news/3001/keeping-a-steady-eye-on-sea-level-change-from-space/
310,"June 26, 2020","Aerosol particles (such as dust) have an effect on human health, weather and climate. A NASA satellite has shown the massive dust plume traveling across the Atlantic Ocean from Africa's Saharan Desert.",/news/2999/nasa-noaa-satellite-analyzes-saharan-dust-plume/
311,"June 25, 2020","In response to the global coronavirus (COVID-19) pandemic, NASA, ESA (European Space Agency), and JAXA (Japan Aerospace Exploration Agency) have joined forces to document planet-wide changes in the environment and society. The information now is available at the touch of a finger.",/news/2998/nasa-partner-space-agencies-amass-global-view-of-covid-19-impacts/
312,"June 18, 2020","NASA, ESA (European Space Agency) and JAXA (Japan Aerospace Exploration Agency) will unveil a dashboard of satellite data showing impacts on the environment and socioeconomic activity caused by the global response to the coronavirus (COVID-19) pandemic during a media teleconference at 9 a.m. EDT Thursday, June 25.",/news/2996/nasa-partner-space-agencies-to-release-global-view-of-covid-19-impacts/
313,"June 11, 2020",A team of engineers in the U.S. and Europe subjected the Sentinel-6 Michael Freilich spacecraft to a battery of trials to ready it for liftoff later this year.,/news/2993/new-international-sea-level-satellite-completes-testing/
314,"June  9, 2020","NASA’s Plankton, Aerosol, Cloud, ocean Ecosystem (PACE) mission has successfully passed its design reviews and moved into its construction and testing phase, preparing to advance the fields of global ocean and atmospheric science when it launches in 2023.",/news/2992/nasa-ocean-ecosystem-mission-preparing-to-make-waves/
315,"June  3, 2020","NASA has funded four projects to create virtual portals with biodiversity information for scientists, land managers and decision makers regarding the status of terrestrial ecosystems in a warming world.",/news/2991/nasa-fosters-innovative-ways-to-understand-biodiversity/
316,"June  1, 2020",Continuous monitoring of glaciers and ice caps has provided unprecedented insights into global ice loss that could have serious socioeconomic impacts on some regions.,/news/2989/ice-melt-linked-to-accelerated-regional-freshwater-depletion/
317,"May 19, 2020","Winners include the JPL-managed ""Send Your Name to Mars"" campaign, NASA's Global Climate Change website and JPL's Solar System Interactive.",/news/2988/nasa-wins-4-webbys-4-peoples-voice-awards/
318,"May 18, 2020","After California, Arizona and Nevada set mandatory stay-at-home restrictions to try to slow the spread of COVID-19, the Aura satellite observed decreased nitrogen dioxide levels over certain cities.",/news/2986/nasa-satellite-data-show-air-pollution-decreases-over-southwest-us-cities/
319,"May 15, 2020","Initial results from a new NASA satellite suggest that winter Arctic sea ice has thinned by as much as 20% since 2008, contrary to existing studies that find sea ice thickness has remained relatively constant in the last decade.",/news/2985/nasas-icesat-2-measures-arctic-oceans-sea-ice-thickness-snow-cover/
320,"May 14, 2020","Through its Rapid Response and Novel Research in Earth Science (RRNES) initiative, NASA is providing funding for selected, rapid-turnaround projects that make innovative use of satellite data and other NASA resources to address the different environmental, economic and societal impacts of COVID-19.",/news/2984/nasa-funds-four-research-projects-on-covid-19-impacts/
321,"May  7, 2020","On May 3, 2020, climatologist and author Claire Parkinson of NASA’s Goddard Space Flight Center in Greenbelt, Md, was named one of 27 finalists to win a prestigious award recognizing outstanding federal employees who serve the public good and are addressing many of our country’s greatest challenges.",/news/2983/nasas-claire-parkinson-named-finalist-for-samuel-j-heyman-service-to-america-medal/
322,"April 30, 2020",Ice loss from Antarctica and Greenland account for roughly a half-inch of sea level rise between 2003 and 2019.,/news/2981/nasa-space-laser-missions-map-16-years-of-ice-sheet-loss/
323,"April 28, 2020","NASA's social media and websites spanned the virtual universe in 2020, and they got noticed. NASA received 12 nominations for the 2020 Webby Awards, nearly double the number of any previous year.",/news/2980/nasa-receives-12-webby-award-nominations-for-2020/
324,"April 28, 2020","The Arctic is a bellwether for Earth's health. Chip Miller, deputy science lead for NASA's ABoVE field campaign, discusses changes the team is seeing as they study how Arctic and boreal ecosystems and societies are responding to a warming world.",/news/2968/a-warming-arctic-turns-topsy-turvy/
325,"April 21, 2020","From keeping tabs on rising seas to flooding mitigation and disaster response, NASA has us covered.",/news/2978/whatever-sea-level-rise-brings-nasa-will-be-there/
326,"April 21, 2020","Earth is a pale blue dot when seen from space because it's 71% covered in water. NASA monitors Earth's water from space, the skies, ground stations on land, ships sailing the seas and even with apps on mobile phones.",/news/2977/when-it-comes-to-water-you-have-to-think-global/
327,"April 21, 2020","NASA data are being put to practical use by improving the energy efficiency of buildings and siting renewable energy technology, like wind turbines and solar panels.",/news/2976/nasa-earth-data-power-energy-saving-decisions/
328,"April 17, 2020","To honor the day's 50th anniversary, NASA's Jet Propulsion Laboratory has unveiled posters in which our home planet is the star.",/news/2975/nasa-observes-earth-day-with-downloadable-art/
329,"April 16, 2020","Fifty years ago, people around the world marked the first Earth Day. This year, as we physically separate ourselves by necessity, NASA has collected activities, videos, special programs and other materials to help you observe “Earth Day at Home.”",/news/2973/earthdayathome-with-nasa/
330,"April 16, 2020","NASA researchers report that ozone levels above the Arctic reached a record low on March 12. While such low levels are rare, they are not unprecedented.",/news/2972/nasa-reports-arctic-stratospheric-ozone-depletion-hit-a-record-low-for-march/
331,"April 15, 2020",NASA has been studying air quality from the ground and from space for decades. This article highlights a few of the many projects under way and planned for the years to come.,/news/2971/how-nasa-is-helping-the-world-breathe-more-easily/
332,"April 13, 2020","Over the past several weeks, NASA satellite measurements have revealed significant air pollution reductions over the major metropolitan areas in the Northeastern U.S.",/news/2970/nasa-satellite-data-show-30-air-pollution-drop-over-the-northeastern-us/
333,"April 13, 2020","From podcasts to live Q&A sessions to image galleries, the agency offers an entire world of ways to celebrate and learn more about our home planet.",/news/2969/nasa-marks-earth-days-50th-anniversary-with-earthdayathome/
334,"April  7, 2020","When modeling the El Niño-Southern Oscillation (ENSO) ocean-climate cycle, adding satellite sea surface salinity — or saltiness — data significantly improves model accuracy, according to a new NASA study.",/news/2967/nasa-study-adds-a-pinch-of-salt-to-el-nino-models/
335,"April  6, 2020","Across NASA’s many missions, thousands of scientists, engineers, and other experts and professionals all over the country are doing what they do best, but now from home offices and via video conferencing.",/news/2966/covid-19-nasa-science-keeps-the-lights-on/
336,"April  3, 2020","Severe flooding throughout the Midwest—which triggered a delayed growing season for crops in the region—led to a reduction of 100 million metric tons of net carbon uptake during June and July of 2019, according to a new study.",/news/2965/flooding-stunted-2019-cropland-growing-season-resulting-in-more-atmospheric-carbon-dioxide/
337,"March 31, 2020",Satellite data on the movement of water on Earth helps to improve the accuracy of moisture maps and forecasts.,/news/2964/nasa-university-of-nebraska-release-new-global-groundwater-maps-and-us-drought-forecasts/
338,"March 25, 2020","The shape of the ground beneath Denman Glacier, which is melting from the bottom up, makes it particularly vulnerable to the intrusion of seawater.",/news/2962/huge-east-antarctic-glacier-especially-susceptible-to-climate-impacts/
339,"March 23, 2020","NASA’s new 3-dimensional portrait of methane shows the world’s second largest contributor to global warming as it travels through the atmosphere, along with its ground sources.",/news/2961/new-3d-view-of-methane-tracks-sources-and-movement-around-the-globe/
340,"March 23, 2020","After nearly two decades, a NASA mission that measured solar irradiance (the Sun's energy) and its impact on Earth's climate has concluded operations.",/news/2960/solar-energy-tracker-powers-down-after-17-years/
341,"March 18, 2020",Greenland and Antarctica are melting—but how quickly and which areas are most affected? Nearly 20 years of satellite data provide key insights into these questions.,/news/2959/grace-grace-fo-satellite-data-track-ice-loss-at-the-poles/
342,"March 16, 2020","The two regions have lost 6.4 trillion tons of ice in three decades; unabated, this rate of melting could cause flooding that affects hundreds of millions of people by 2100.",/news/2958/greenland-antarctica-melting-six-times-faster-than-in-the-1990s/
343,"March  9, 2020",Satellite data show that Antarctica and Greenland are losing hundreds of gigatonnes of ice each year. How big is just one gigatonne?,/news/2933/visualizing-the-quantities-of-climate-change/
344,"March  6, 2020","Using data from NASA's Orbiting Carbon Observatory-2, researchers found links between the population density of cities and how much carbon dioxide they produce per person.",/news/2957/nasa-satellite-offers-urban-carbon-dioxide-insights/
345,"February 27, 2020","Small cyclical variations in the shape of Earth's orbit, its wobble and the angle its axis is tilted play key roles in influencing Earth's climate over timespans of tens of thousands to hundreds of thousands of years.",/news/2948/milankovitch-orbital-cycles-and-their-role-in-earths-climate/
346,"February 20, 2020","As sea levels rise, some areas of the Mississippi Delta are drowning, while others are actually gaining mass. NASA's Delta-X heads to the delta to figure out why.",/news/2955/nasa-prepares-for-new-science-flights-above-coastal-louisiana/
347,"February 18, 2020",Knowing where emissions are happening and what's causing them brings us a step closer to being able to forecast the region's impact on global climate.,/news/2954/nasa-flights-detect-millions-of-arctic-methane-hotspots/
348,"February 12, 2020","A new NASA airborne science mission will amass about 1,200 hours of data to help climate and weather modelers better understand how aerosol particles and meteorological processes affect clouds.",/news/2952/probing-the-hazy-mysteries-of-marine-clouds/
349,"February 11, 2020","More frequent and intense rainfall events due to climate change could cause more landslides in the High Mountain Asia region of China, Tibet and Nepal, according to the first quantitative study of the link between precipitation and landslides in the region.",/news/2951/climate-change-could-trigger-more-landslides-in-high-mountain-asia/
350,"February  6, 2020","Using 12 years of satellite data, NASA scientists have measured how the influx of cold, fresh water is affecting the Beaufort Gyre, a major Arctic current.",/news/2950/arctic-ice-melt-is-changing-ocean-currents/
351,"January 28, 2020","The joint U.S.-European mission to study the effects of global warming on the ocean has a new name to honor Michael Freilich, the former head of NASA's Earth Science division.",/news/2947/nasa-partners-name-ocean-observing-satellite-for-noted-earth-scientist/
352,"January 15, 2020","According to independent analyses by NASA and the National Oceanic and Atmospheric Administration (NOAA), Earth's average global surface temperature in 2019 was the second warmest since modern record-keeping began in 1880.",/news/2945/nasa-noaa-analyses-reveal-2019-second-warmest-year-on-record/
353,"January 14, 2020","Climate experts from NASA and the National Oceanic and Atmospheric Administration (NOAA) will release their annual assessment of global temperatures and discuss the major climate trends of 2019 during a media teleconference at 12:15 p.m. EST Wednesday, Jan. 15.",/news/2944/nasa-noaa-to-announce-2019-global-temperatures-climate-conditions/
354,"January  9, 2020",A new evaluation of global climate models used to project Earth's future global average surface temperature finds that most have been quite accurate.,/news/2943/study-confirms-climate-models-are-getting-future-warming-projections-right/
355,"January  7, 2020",A global climate model with a new way of including cloud behavior could dramatically improve climate forecasting.,/news/2936/clouds-arctic-crocodiles-and-a-new-climate-model/
356,"December 13, 2019","From 2009 through 2019, NASA’s Operation IceBridge flew above the Arctic, Antarctic and Alaska, gathering data on the height, depth, thickness, flow and change of sea ice, glaciers and ice sheets.",/news/2941/nasas-operation-icebridge-completes-eleven-years-of-polar-surveys/
357,"December 10, 2019",A new study finds that the Greenland Ice Sheet has lost 3.8 trillion tons of ice between 1992 and 2018.,/news/2940/greenlands-rapid-melt-will-mean-more-flooding/
358,"December 10, 2019",New time-lapse videos of Earth’s glaciers and ice sheets as seen from space – some spanning nearly 50 years – are providing scientists with new insights into how the planet’s frozen regions are changing.,/news/2939/ice-in-motion-satellites-capture-decades-of-change/
359,"December  4, 2019",An elephant seal helps scientists understand how the ocean transports heat between its upper and lower layers — important for estimating how much heat the ocean can absorb.,/news/2938/seal-takes-ocean-heat-transport-data-to-new-depths/
360,"December  2, 2019","A vast animal migration – the largest on the planet and a critical part of Earth’s climate system – has been observed globally for the first time, thanks to an unexpected use of a space-based laser.",/news/2937/nasa-french-space-laser-measures-massive-migration-of-ocean-animals/
361,"November 20, 2019","The U.S. and Europe are working together on the first 10-year mission to study the effect of global warming on the oceans, extending sea level records to nearly 40 years.",/news/2934/new-earth-mission-will-track-rising-oceans-into-2030/
362,"November 19, 2019",SMAP satellite soil moisture measurements now increase the accuracy of Army and Air Force weather forecasts and advisories.,/news/2932/nasa-soil-data-join-the-air-force/
363,"November 12, 2019",Combining gravitational measurements of a slightly rotund planet Earth helps improve estimates of ice loss.,/news/2931/earths-paunch-helps-sharpen-ice-loss-estimates/
364,"November  7, 2019",A recent study estimates the global potential of restoring forested lands as a possible strategy for mitigating climate change.,/news/2927/examining-the-viability-of-planting-trees-to-help-mitigate-climate-change/
365,"November  6, 2019",NASA scientists flew over thousands of facilities in California to detect sources of concentrated methane plumes. Their findings could help the state lower emissions.,/news/2930/a-third-of-california-methane-traced-to-a-few-super-emitters/
366,"November  6, 2019",The Earth-observing mission ECOSTRESS reveals how the massive rainforest fires this past August spread in dry areas visible only to this specialized sensor.,/news/2929/drought-stressed-forest-fueled-amazon-fires/
367,"November  5, 2019","Using ground and satellite data, scientists found that human activity is causing a significant increase in dry air over the Amazon rainforest.",/news/2928/human-activities-are-drying-out-the-amazon-nasa-study/
368,"October 30, 2019",Part Five: An experimental atmospheric measuring instrument that NASA launched in 2002 continues to make important contributions to both weather and climate research.,/news/2918/the-atmosphere-keeping-a-weather-eye-on-earths-climate-instabilities/
369,"October 29, 2019",Earthquakes have been on the minds of millions of Californians lately. Do they have any connections to climate? A NASA scientist does a scientific shakedown on the matter.,/news/2926/can-climate-affect-earthquakes-or-are-the-connections-shaky/
370,"October 23, 2019","Part Four: At 15, NASA's Aura mission is still making important contributions to studying Earth’s ozone layer, air quality and climate. We look at some of the ways it has benefitted both science and society.",/news/2917/the-atmosphere-fresh-insights-on-air-quality-ozone-and-climate/
371,"October 17, 2019","NASA’s Precipitation Measurement Missions (PMM) have collected rain and snowfall from space for nearly 20 years, and for the first time in 2019, scientists can access PMM’s entire record as one data set.",/news/2924/two-decades-of-rain-snowfall-from-nasas-precipitation-missions/
372,"October 16, 2019","Part Three sidebar: Studying Earth’s atmospheric composition is a key focus area for NASA’s Science Mission Directorate and Earth Science Division. NASA’s Atmospheric Composition focus area conducts research on Earth’s atmosphere, including its chemical and physical properties, Earth’s energy budget and air quality.",/news/2921/nasas-role-in-studying-earths-atmosphere/
373,"October 16, 2019","Part Three: The ongoing recovery of Earth's ""ozone hole"" is a great example of what humans can do when they work together to solve a global atmospheric problem. We look at the key role one NASA mission has played in this success story.",/news/2916/the-atmosphere-tracking-the-ongoing-recovery-of-earths-ozone-hole/
374,"October  9, 2019","Part Two: Satellites from NASA and other space agencies are revealing surprising new insights into atmospheric carbon dioxide, the principal human-produced driver of climate change.",/news/2915/the-atmosphere-getting-a-handle-on-carbon-dioxide/
375,"October  4, 2019","The Jason-2 mission provided unique insights into ocean currents, sea level rise and climate change for 11 years.",/news/2920/successful-ocean-monitoring-satellite-mission-ends/
376,"October  2, 2019","Part One sidebar: Earth’s atmosphere has five major and several secondary layers. From lowest to highest, the major layers are the troposphere, stratosphere, mesosphere, thermosphere and exosphere.",/news/2919/earths-atmosphere-a-multi-layered-cake/
377,"October  2, 2019","Earth's atmosphere is essential to life, yet the invisible gases that form our ""security blanket"" can be hard to grasp. A new five-part series looks at our atmosphere, human impacts on it and ways NASA is studying the changing air we breathe.",/news/2914/the-atmosphere-earths-security-blanket/
378,"September 23, 2019",Arctic sea ice extent at the end of this summer was effectively tied with 2007 and 2016 for second lowest since modern record keeping began in the late 1970s.,/news/2913/2019-arctic-sea-ice-minimum-tied-for-second-lowest-on-record/
379,"September 10, 2019","Over the past several decades, as the world has increasingly warmed, so has its potential to burn.",/news/2912/satellite-data-record-shows-climate-changes-impact-on-fires/
380,"August 28, 2019","Although ECOSTRESS' primary mission is to measure plant health from space, it can also detect other heat-related phenomena, including fires burning in the Amazon.",/news/2909/nasas-ecostress-detects-amazon-fires-from-space/
381,"August 28, 2019","Ice fronts have retreated, rocky peaks are more exposed and fewer icebergs are drifting to the ocean.",/news/2908/landsat-illustrates-five-decades-of-change-to-greenland-glaciers/
382,"August 23, 2019",An instrument onboard the Aqua satellite detects carbon monoxide high in the atmosphere from fires burning in Brazil's Amazon region.,/news/2907/nasas-airs-maps-carbon-monoxide-from-brazil-fires/
383,"August 22, 2019","Increasingly frequent and severe forest fires could burn generations-old carbon stored in boreal forest soils. Releasing this previously buried carbon into the atmosphere could change the carbon balance in these forests, potentially accelerating warming.",/news/2905/boreal-forest-fires-could-release-deep-soil-carbon/
384,"August 20, 2019",Data from the mission show water weight gain across the U.S. Midwest and weight loss from Greenland's melting ice.,/news/2904/grace-fo-shows-the-weight-of-midwestern-floods/
385,"August 13, 2019","NASA is studying why boreal forest and tundra fires have become more frequent and powerful and what that means for climate forecasting, ecosystems and human health.",/news/2902/nasa-studies-how-arctic-wildfires-change-the-world/
386,"August  8, 2019",An ECOSTRESS image reveals heavy stress among vegetation in the drought-stricken Guanacaste region.,/news/2901/nasa-gauges-plant-stress-in-costa-rican-drought/
387,"August  6, 2019","NASA has selected a space-based instrument that will help scientists monitor ocean health and coastal communities in the face of land-use activities, population growth, extreme weather events and climate change.",/news/2900/nasa-targets-coastal-ecosystems-with-new-space-sensor/
388,"July 31, 2019",NASA resources aid a California community devastated by wildfire.,/news/2899/a-partnership-forged-by-fire/
389,"July 30, 2019","The first moments of a fire are crucial for making decisions about where to send resources and firefighters. NASA and NOAA satellites help detect where fires are burning, allowing first responders to make important decisions about how to safely fight them.",/news/2898/nasa-tracks-wildfires-from-above-to-aid-firefighters-below/
390,"July 29, 2019",The new map of ice flow speeds throughout Antarctica will improve our understanding of the vast continent and of future sea level rise.,/news/2897/flowing-antarctic-ice-mapped-10-times-more-accurately/
391,"July 23, 2019",A new simulation from NASA's Jet Propulsion Laboratory allows you to take control of a melting Antarctica.,/news/2885/melting-ice-warming-ocean-take-control-in-a-new-simulation/
392,"July 22, 2019",NASA took to the skies to begin an investigation into the life cycles of smoke from fires in the United States. They expect it will provide a better understanding of smoke’s effect on weather and climate.,/news/2896/tracking-smoke-from-fires-to-improve-air-quality-forecasting/
393,"July 12, 2019","From its perch on the International Space Station, NASA's Orbiting Carbon Observatory-3 (OCO-3) is gathering its very first carbon dioxide data. It's also measuring plant ""glow.""",/news/2894/first-data-from-nasas-oco-3-mission-co2-i-see-you/
394,"July 11, 2019","This summer, NASA is embarking on several field campaigns across the world to investigate longstanding questions surrounding fire and smoke.",/news/2892/through-smoke-and-fire-nasa-searches-for-answers/
395,"July  9, 2019","As Earth's climate gets hotter, wet areas are likely to become wetter and dry areas drier.  Dry areas, like the American West, are increasingly susceptible to more frequent, and longer-burning fires.",/news/2891/a-drier-future-sets-the-stage-for-more-wildfires/
396,"July  8, 2019","Even NASA satellites can't track every drop of water on the planet. To help water managers, scientists are using hydrology models loaded with satellite data and ground measurements to track water movement throughout the U.S.",/news/2890/managing-fresh-water-across-the-united-states/
397,"July  2, 2019",The mission onboard the space station imaged four European cities during a heat wave that sent temperatures soaring above 104 degrees Fahrenheit (40 degrees Celsius).,/news/2889/nasas-ecostress-maps-european-heat-wave-from-space/
398,"July  1, 2019",NASA’s satellite imagery and model forecasts regularly help agricultural and aid agencies to monitor the performance of crops worldwide and prepare for food shortages.,/news/2888/when-drought-threatens-crops-nasas-role-in-famine-warnings/
399,"June 26, 2019",Himalaya. Karakoram. Hindu Kush. These Asian mountain ranges supply water for a billion people. Rapid changes in the region’s climate are affecting their glacier melt and snowmelt.,/news/2887/the-water-future-of-earths-third-pole/
400,"June 26, 2019",You control ice melt in Greenland in a new simulation.,/news/2886/these-glaciers-melt-at-your-fingertips/
401,"June 20, 2019","Snow — it’s really just solid water, and it’s a vital freshwater resource for over a billion people around the world. NASA-funded researchers created a new tool to determine how much water is in snow.",/news/2884/looking-for-fresh-water-in-all-the-snowy-places/
402,"June 20, 2019","Greenland’s melting ice sheet could generate more sea level rise than previously thought if greenhouse gas emissions continue to increase and warm the atmosphere at their current rate, according to a new modeling study.",/news/2883/study-predicts-more-long-term-sea-level-rise-from-greenland-ice/
403,"June 19, 2019",Sidebar: Climate change is exposing sea turtles to greater existential threats.,/news/2879/climate-change-puts-pressure-on-sea-turtles/
404,"June 19, 2019","Part 1 of a two-part feature: Higher temperature thresholds will adversely impact increasingly larger percentages of life on Earth, with significant variations by region, ecosystem and species. For some species, it means life or death.",/news/2878/a-degree-of-concern-why-global-temperatures-matter/
405,"June 19, 2019","In Part 1 of our feature, we examined some of the many reasons why Earth’s natural and human systems are sensitive to a warming climate. In Part 2, we’ll highlight some of the specific ways the IPCC Special Report projects our planet may change with another half-degree or full degree Celsius of warming.",/news/2865/a-degree-of-concern-why-global-temperatures-matter/
406,"June 18, 2019","New NASA data show that Jakobshavn Glacier — Greenland's fastest-moving and fastest-thinning glacier for most of the 2000s — grew for a third year in a row. However, it continues to contribute to sea level rise.",/news/2882/jakobshavn-glacier-grows-for-third-straight-year/
407,"June 13, 2019","As Earth’s atmosphere warms due to greenhouse gases and NASA's satellite data record continues to get longer and more detailed, scientists are studying how climate change is affecting the distribution of water, such as in droughts and floods.",/news/2881/earths-freshwater-future-extremes-of-flood-and-drought/
408,"June 12, 2019","Over the next few weeks, we'll be exploring areas of NASA research into Earth's fresh water and surveying how those advances help people solve real world problems.",/news/2880/nasa-explores-our-changing-freshwater-world/
409,"May 28, 2019","More than a trillion new measurements of Earth’s height – blanketing everything from glaciers in Greenland, to mangrove forests in Florida, to sea ice surrounding Antarctica – are now available to the public.",/news/2877/first-icesat-2-global-data-released-ice-forests-and-more/
410,"May 23, 2019","A new assessment reveals that NASA’s estimate of Earth's long-term temperature rise in recent decades is accurate to within less than a tenth of a degree Fahrenheit, providing confidence that past and future research is correctly capturing rising surface temperatures.",/news/2876/new-studies-increase-confidence-in-nasas-measure-of-earths-temperature/
411,"May 17, 2019","A major ocean current connecting the Pacific and Indian oceans slows dramatically during the northwest Asian monsoon season. Now, scientists have figured out why.",/news/2874/seasonal-monsoon-rains-block-key-ocean-current/
412,"May  3, 2019","Human-generated greenhouse gases and atmospheric particles were affecting global drought risk as far back as the early 20th century, according to a study from NASA’s Goddard Institute for Space Studies (GISS).",/news/2872/nasa-study-human-influence-on-global-droughts-goes-back-100-years/
413,"May  2, 2019",A Jet Propulsion Laboratory visiting scientist uses an elephant seal to monitor ocean currents as they affect Antarctic melt rates.,/news/2871/data-with-flippers-studying-the-ocean-from-a-seals-point-of-view/
414,"April 29, 2019","Headed soon for the space station, the Orbiting Carbon Observatory 3 will collect near-global measurements of carbon dioxide over land and sea.",/news/2870/oco-3-ready-to-extend-nasas-study-of-carbon/
415,"April 25, 2019",How will Antarctica's melting ice sheet affect sea level rise hundreds of years in the future? Scientists now have a more accurate model to answer this question.,/news/2869/antarcticas-effect-on-sea-level-rise-in-coming-centuries/
416,"April 19, 2019","This Earth Day, April 22, NASA invites you to celebrate our beautiful home planet by participating in a global social media event and local events around the country.",/news/2868/nasa-celebrates-earth-day-with-social-media-public-events/
